Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text),Cases
isadore goldman,1,2,33.33,0,2,1,isadore goldman,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/487.html"", ""role"": ""claimants/respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1577.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1469.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
isle of wight council,1,1,50.0,0,0,2,"isle of wight council legal department, isle of wight council legal services","{""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/379.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/488.html"", ""role"": ""first respondent."", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
ison harrison solicitors,1,0,100.0,0,0,1,ison harrison solicitors,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/305.html"", ""role"": ""2nd respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
itn solicitors,1,3,25.0,0,4,0,itn solicitors,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1719.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1405.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1541.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1414.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
j g solicitors,0,1,0.0,0,0,1,j g solicitors,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/527.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
j h powell & co,1,0,100.0,0,1,0,j h powell & co,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/656.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
j h wilson solicitors,0,1,0.0,0,1,0,j h wilson solicitors,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1220.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
jackamans solicitors,0,1,0.0,0,1,0,jackamans solicitors,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/482.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
jackson and canter solicitors,1,1,50.0,0,1,1,"jackson and canter solicitors, qualitysolicitors jackson canter","{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1465.html"", ""role"": ""third respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/27.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
jackson parton,1,0,100.0,0,1,0,jackson parton,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1413.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
jackson quinn solicitors,0,1,0.0,0,0,0,jackson quinn solicitors,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/607.html"", ""role"": ""children's guardian"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
jacksons law firm,0,1,0.0,0,0,1,jacksons law firm,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1585.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
jacobs & reeves,1,1,50.0,0,1,1,"jacobs & reeves, jacobs & reeves solicitors","{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/97.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/453.html"", ""role"": ""applicants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
jacobs law,0,1,0.0,0,0,1,jacobs law,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1127.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
james blendis at ee ltd,1,0,100.0,0,1,0,james blendis at ee ltd,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1873.html"", ""role"": ""appellant."", ""outcome"": ""granted"", ""result"": ""Win""}]}"
james murray law,0,2,0.0,0,2,0,"james murray law, james murray solicitors","{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/244.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/114.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
james smith (planning law services) ltd,0,2,0.0,0,2,0,"james smith (planning law services) ltd, james smith (planning law services) ltd.","{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1162.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/2.html"", ""role"": ""second-fourth appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
janes solicitors,4,5,44.44,0,9,0,"janes solicitors, janes solicitors llp","{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1264.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1566.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/568.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/643.html"", ""role"": ""first appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/643.html"", ""role"": ""second appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/807.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/265.html"", ""role"": ""third defendant / appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/644.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/67.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
jcp solicitors,0,2,0.0,0,0,2,"jcp solicitors, jcp solicitors, carmarthen","{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1446.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1133.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
jefferies essex llp,0,2,0.0,0,2,0,jefferies essex llp,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1719.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/562.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
jenner & block london llp,0,1,0.0,0,0,1,jenner & block london llp,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/886.html"", ""role"": ""third, fourth and fifth respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
jf law limited,1,0,100.0,0,0,1,jf law limited,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/14.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
jg solicitors,0,1,0.0,0,0,1,jg solicitors,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/844.html"", ""role"": ""respondent/claimant"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
jh hart & company,1,0,100.0,0,0,1,jh hart & company,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/722.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
jirehouse,1,0,100.0,0,1,0,jirehouse,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/805.html"", ""role"": ""appellants/defendants"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
jmp solicitors,4,2,66.67,1,3,3,"jmp solicitors, jmw solicitors llp","{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2091.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1514.html"", ""role"": ""first respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2339.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/846.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/479.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/269.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/11.html"", ""role"": ""intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}]}"
joanna connolly solicitors,0,2,0.0,0,2,0,joanna connolly solicitors,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/907.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/957.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
jobsons solicitors ltd,1,0,100.0,0,0,1,jobsons solicitors ltd,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/616.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
joe egan solicitors,1,0,100.0,0,1,0,joe egan solicitors,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1583.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
joelson jd llp,1,1,50.0,0,2,0,"joelson jd llp, joelson llp","{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1447.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1793.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
john a neil solicitors,1,0,100.0,0,1,0,john a neil solicitors,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2097.html"", ""role"": ""appellant first defendant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
john bassett of national association of legally qualified chairs,0,0,,1,0,0,john bassett of national association of legally qualified chairs,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1961.html"", ""role"": ""first intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}]}"
john ford solicitors,1,2,33.33,0,3,0,"john ford solicitors, john hodge solicitors","{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/96.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1126.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1630.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
johnson & allen tax,1,0,100.0,0,0,1,johnson & allen tax,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/299.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
johnson & steller,0,1,0.0,0,1,0,johnson & steller,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/63.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
johnson and boon limited,1,0,100.0,0,0,1,johnson and boon limited,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1029.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
johnsons solicitors,1,0,100.0,0,1,0,johnsons solicitors,"{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/397.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
joint council for welfare of immigrants,0,1,0.0,0,1,0,joint council for welfare of immigrants,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/92.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
joint legal services,0,1,0.0,0,0,1,joint legal services,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1616.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
jolliffe & co llp,1,0,100.0,0,0,1,jolliffe & co llp,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1085.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
jones & co solicitors,1,0,100.0,0,0,1,jones & co solicitors,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/303.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
jones chase employment lawyers,0,1,0.0,0,1,0,jones chase employment lawyers,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/202.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
jones day llp,9,10,47.37,1,8,10,"jones day, jones day llp, jones day solicitors","{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1062.html"", ""role"": ""defendants"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1089.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1144.html"", ""role"": ""costs claimants/respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1120.html"", ""role"": ""1st defendant mr philip edey qc and mr andrew fulton"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/272.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1536.html"", ""role"": ""mastercard appellants in sainsbury's v mastercard"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1331.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/624.html"", ""role"": ""intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/671.html"", ""role"": ""defendants/appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/687.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1278.html"", ""role"": ""mastercard respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/14.html"", ""role"": ""mastercard respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1135.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1273.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1306.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1502.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1559.html"", ""role"": ""mastercard defendants"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/612.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/622.html"", ""role"": """", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/643.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
jones myers,1,0,100.0,0,0,1,jones myers,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/360.html"", ""role"": ""1st respondent b"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
jordans solicitors,1,0,100.0,0,1,0,jordans solicitors,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/841.html"", ""role"": ""claimant / appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
joseph hage aaronson llp,3,2,60.0,0,4,1,joseph hage aaronson llp,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/376.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/97.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1109.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1430.html"", ""role"": ""claimants/appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/623.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
josiah hincks solicitors,0,1,0.0,0,1,0,josiah hincks solicitors,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1168.html"", ""role"": ""applicants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
jp fletcher & co,1,0,100.0,0,1,0,jp fletcher & co,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1023.html"", ""role"": ""respondent/cross-appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
judge & priestley llp,0,1,0.0,0,0,1,judge & priestley llp,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/298.html"", ""role"": ""1st - 8th respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
judge sykes frixou solicitors,1,0,100.0,0,0,1,judge sykes frixou solicitors,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/381.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
jung & co solicitors,0,1,0.0,0,1,0,jung & co solicitors,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1515.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
jurit llp,0,1,0.0,0,0,1,jurit llp,"{""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/293.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
just for kids law,1,0,100.0,1,1,0,just for kids law,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/114.html"", ""role"": ""interveners"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1185.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
k&l gates llp,3,5,37.5,0,7,1,"k & l gates llp, k&l gates llp","{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1376.html"", ""role"": ""second respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/162.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/505.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/13.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1300.html"", ""role"": ""claimants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1834.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/333.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/817.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
k's legal services department,0,1,0.0,0,0,1,k's legal services department,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/5.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
kain knight costs lawyers,3,1,75.0,0,4,0,"kain knight costs lawyers, kain knight costs lawyers for sahota solicitors, kain knight costs lawyers, as agents for slater and gordon (uk) ltd","{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1387.html"", ""role"": ""defendant/appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/303.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1220.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1687.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
kangs solicitors,0,1,0.0,0,1,0,kangs solicitors,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/534.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
kapoor & co.,0,1,0.0,0,1,0,kapoor & co.,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1644.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
kastle solicitors,1,0,100.0,0,0,1,kastle solicitors,"{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1667.html"", ""role"": ""fifth respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
katten muchin rosenman llp,1,1,50.0,0,0,2,"katten muchin rosenman llp, katten muchin rosenman uk llp","{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/639.html"", ""role"": ""respondent/claimant"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/978.html"", ""role"": ""first respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
kdl law,1,0,100.0,0,0,1,kdl law,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/789.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
keelys llp,2,0,100.0,0,0,2,keelys llp,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/116.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/642.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
keidan harrison llp,1,0,100.0,0,0,1,keidan harrison llp,"{""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/268.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
"keith ashcroft, equality",0,0,,1,0,0,"keith ashcroft, equality","{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1239.html"", ""role"": ""intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}]}"
kelly owen ltd,1,0,100.0,0,1,0,kelly owen ltd,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1835.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
kempner & partners llp,0,1,0.0,0,1,0,kempner & partners llp,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1420.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
