link,representation,law_firms
https://www.bailii.org/ew/cases/EWCA/Civ/2019/849.html,"Miss Hui Ling McCarthy QC (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Appellants
Miss Melanie Hall QC (instructed by KPMG LLP) for the Respondent
Hearing dates: 10-11 April 2019","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Appellants'), ('KPMG LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/826.html,"Hui Ling McCarthy QC and John Brinsmead-Stockham (instructed by General Counsel and Solicitor to HM Revenue and Customs) for the Appellants
Julian Ghosh QC and Charles Bradley (instructed by Pinsent Masons) for the Respondent
Hearing date: 2 April 2019","[('General Counsel and Solicitor to HM Revenue and Customs', 'Appellants'), ('Pinsent Masons', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/888.html,"Ms Estelle Dehon (instructed by Richard Buxton Environmental and Public Law) 
for the Appellant
Mr Hugh Richards (instructed by Shropshire Council) for the Respondent
Mr Christian Hawley (instructed by Hewitsons LLP) for the Interested Party
Hearing date: 19 March 2019","[('Richard Buxton Environmental and Public Law', 'Appellant'), ('Shropshire Council', 'Respondent'), ('Hewitsons LLP', 'Interested Party')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1021.html,"Mr Conrad McDonnell (instructed by KPMG LLP) for the Appellant
Mr David Yates QC (instructed by the General Counsel and Solicitor to HMRC) for the Respondents
Hearing date: 14th May 2019","[('KPMG LLP', 'Appellant'), ('the General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/913.html,"Sam Karim QC and Francesca Gardner (instructed by MJC Law) for B
David Lock QC and Simon Garlick (instructed by Legal and Democratic Services) for the Local Authority
Hearing dates : 14 & 15 May 2019","[('Legal and Democratic Services', 'Local Authority')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1230.html,"Mr Ned Westaway (instructed by Richard Buxton Environmental and Public Law) for the Appellant
Ms Jacqueline Lean (instructed by the Government Legal Department) for the 
1st Respondent 
The 2nd Respondent and the Interested Party did not appear and were not represented
Hearing Date: 27th June 2019","[('Richard Buxton Environmental and Public Law', 'Appellant'), ('the Government Legal Department', '')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1010.html,"Michael Firth (instructed by Reynolds Porter Chamberlain LLP) for the Appellant
Sadiya Choudhury (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date: 16 May 2019","[('Reynolds Porter Chamberlain LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1080.html,"Edward Brown (instructed by Government Legal Department) for the Appellant
Tom Royston (instructed by Child Poverty Action Group) for the First Respondent
Alison Meacher (instructed by Nuneaton and Bedworth Borough Council) for the Second Respondent
Hearing date: 21 May 2019","[('Government Legal Department', 'Appellant'), ('Child Poverty Action Group', 'First Respondent'), ('Nuneaton and Bedworth Borough Council', 'Second Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/985.html,"Mr David Berkley QC and Mr Christopher Snell (instructed by Lexlaw Solicitors and Advocates) for the Appellant
Mr Andrew Onslow QC and Ms Hannah Glover (instructed by Mills & Reeve LLP) for the Respondent
Hearing date: 16th May 2019","[('Lexlaw Solicitors and Advocates', 'Appellant'), ('Mills & Reeve LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1239.html,"Stephanie Harrison QC and Leonie Hirst (instructed by Bhatt Murphy) 
for the Appellant ASK
Amanda Weston QC and Leonie Hirst (instructed by Deighton Pierce Glynn) 
for the Appellant MDA
Sir James Eadie QC and Julie Anderson (instructed by Government Legal Department) 
for the Respondent
Patrick Green QC and Christopher Knight (instructed by Browne Jacobson LLP) 
for NHS England
Holly Stout (instructed by Government Legal Department) for the Secretary of State for Health and Social Care (written submissions only) 
Julie Anderson (instructed by Government Legal Department)
 for the Secretary of State for Justice 
Helen Mountfield QC (instructed by Keith Ashcroft, Equality and Human Rights Commission) for the Intervener (written submissions only)

Hearing dates: 14-16 May 2019
Further written submissions: 23 May 2019","[('Bhatt Murphy', 'Appellant ASK'), ('Deighton Pierce Glynn', 'Appellant MDA'), ('Government Legal Department', 'Respondent'), ('Government Legal Department', 'Secretary of State for Health and Social Care'), ('Government Legal Department', 'Secretary of State for Justice'), ('Keith Ashcroft, Equality and Human Rights Commission', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1301.html,"Sam Grodzinski QC and Michael Jones (instructed by PricewaterhouseCoopers LLP) for the Appellant
Rupert Baldry QC (instructed by the General Counsel and Solicitors for HMRC) for the Respondents
Hearing date: 9 July 2019","[('PricewaterhouseCoopers LLP', 'Appellant'), ('the General Counsel and Solicitors for HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1357.html,"Mr Alistair Webster QC and Mr Michael Firth (instructed by Morrisons Solicitors LLP) for the Claimant
Mr Jonathan Kinnear QC and Ms Natasha Barnes (instructed by the General Counsel and Solicitor to HMRC) for the Defendants
Hearing dates: 21 & 22 May 2019","[('Morrisons Solicitors LLP', 'Claimant'), ('the General Counsel and Solicitor to HMRC', 'Defendants')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1160.html,"Jonathan Crow QC and David Drake (instructed by Peters and Peters Solicitors LLP) for the Appellants
Kelyn Bacon QC and Daniel Piccinin (instructed by Sidley Austin LLP) for the Respondents
Hearing dates : 11 & 12 June 2019","[('Peters and Peters Solicitors LLP', 'Appellants'), ('Sidley Austin LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1392.html,"Roger Thomas QC and Emma Pearce (instructed by One Legal) for the Appellant
Michael Jones (instructed by  the General Counsel and Solicitor  to HM Revenue and Customs) for the Respondents
Hearing date : 16 & 17 July 2019","[('One Legal', 'Appellant'), ('the General Counsel and Solicitor  to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1220.html,"Nicholas Bacon QC and Rupert Cohen (instructed by Kain Knight Costs Lawyers, as agents for Slater and Gordon (UK) Ltd and Forster Dean Solicitors) for the Appellants
Roger Mallalieu (instructed by Acumension Ltd) for the NHS Trust
Hearing dates : 18 & 19 June 2019","[('Kain Knight Costs Lawyers, as agents for Slater and Gordon (UK) Ltd and Forster Dean Solicitors', 'Appellants'), ('Acumension Ltd', 'NHS Trust')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1724.html,"Claire Darwin & Emma Foubister (instructed by Hausfeld & Co. LLP)
for the Appellant
Lord Faulks QC & Adam Clemens (instructed by Weightmans LLP and Clyde & Co. LLP)
for the Respondents
Ben Jaffey QC & Raj Desai  
(instructed by The Equality and Human Rights Commission) for the Intervener
Hearing date: 3rd October 2019","[('Hausfeld & Co. LLP', 'Appellant'), ('Weightmans LLP and Clyde & Co. LLP', 'Respondents'), ('The Equality and Human Rights Commission', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1631.html,"Mr Mark Hoskins QC & Ms Jennifer MacLeod (instructed by Competition and Markets Authority) for the Appellant
Mr Mark Brealey QC, Mr Robert O'Donoghue QC and Mr Tim Johnston (instructed by Clifford Chance LLP) for the 3rd & 4th Respondents
Hearing date: Thursday 26th September 2019","[('Competition and Markets Authority', 'Appellant'), ('Clifford Chance LLP', '3rd & 4th Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1610.html,"Mr Rupert Baldry QC and Mr Oliver Conolly (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Appellants
Mr Malcolm Gammie QC and Mr James Rivett QC (instructed by Pinsent Masons LLP) for the Respondent
Hearing dates: 25-27 June 2019","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Appellants'), ('Pinsent Masons LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1675.html,"Robert Talalay (instructed by Avon and Somerset Police) for the Appellant
The Respondent appeared in person
Hearing date: 25 September 2019","[('Avon and Somerset Police', 'Appellant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/1860.html,"Miss Nicola Shaw QC and Mr Samuel Brodsky (instructed by Fieldfisher LLP) for the Appellant
Mr Christopher Stone and Mr Nicholas Macklam (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date: 15 October 2019","[('Fieldfisher LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/2175.html,"Stephen Robins (instructed by Birketts Llp) for the Appellant
Brian Doctor QC and Sebastian Kokelaar (instructed by Richard Slade and Company Limited) for the Respondent
Hearing date: 20 November 2019","[('Birketts Llp', 'Appellant'), ('Richard Slade and Company Limited', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/2032.html,"Timothy Cowen (instructed by Richmond and Barnes Solicitors) for the Appellants
Aaron Walder (instructed by York Solicitors) for the Respondent
Hearing date : 6 November 2019","[('Richmond and Barnes Solicitors', 'Appellants'), ('York Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/2176.html,"Mr Joshua Carey (instructed by The Solicitor's Office and Legal Service) for the Appellants
Mr Tim Brown (instructed by Hugh James Solicitors) for the Respondent
Hearing date: 26 November 2019","[(""The Solicitor's Office and Legal Service"", 'Appellants'), ('Hugh James Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/2272.html,"Tom Mitcheson QC and James Whyte (instructed by Simmons and Simmons LLP) for the Appellant
Daniel Alexander QC and Lindsay Lane QC (instructed by Pinsent Masons LLP) for Teva
Daniel Alexander QC and Kathryn Pickard (instructed by Taylor Wessing LLP) for Accord
Daniel Alexander QC and Joe Delaney (instructed by Taylor Wessing LLP) for Mylan
Daniel Alexander QC and Jaani Riordan (instructed by Mishcon de Reya LLP) for Lupin 
Hearing date: 10 December 2019","[('Simmons and Simmons LLP', 'Appellant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/46.html,"David Bedenham (instructed by Morrisons Solicitors LLP) for the Appellant
Jonathan Hall QC and Richard Evans (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondent
Hearing dates: 2 November 2017","[('Morrisons Solicitors LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/62.html,"Mr Nigel Jones QC & Mr Edward Rowntree (instructed by Child & Child) for the Appellant
Mr David Cavender QC & Mr Michael Clark (instructed by Milbank, Tweed, Hadley and McCloy LLP) for the Respondent
Hearing date : 23rd January 2018","[('Child & Child', 'Appellant'), ('Milbank, Tweed, Hadley and McCloy LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/24.html,"Mr Christopher Lockhart-Mummery Q.C. (instructed by Shakespeare Martineau LLP) 
for the Appellant
Mr Hereward Phillpot Q.C. and Ms Sasha Blackmore (instructed by the Government Legal Department) for the First Respondent 
Ms Thea Osmund-Smith (instructed by Hinckley and Bosworth Borough Council) for the Second Respondent 
Hearing date: 17 October 2017","[('Shakespeare Martineau LLP', 'Appellant'), ('the Government Legal Department', 'First Respondent'), ('Hinckley and Bosworth Borough Council', 'Second Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/51.html,"Brian Doctor QC (instructed directly by Michael Wilson & Partners, Limited) for the Appellant
Philip Shepherd QC (instructed by Kerman and Co LLP) for the Respondent
 
Hearing dates : 16 and 17 January 2018","[('Kerman and Co LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/31.html,"Mr Conrad McDonnell (instructed by Howard Kennedy LLP) for the Appellants
Mr James Rivett (instructed by General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates : 6 and 7 December 2017","[('Howard Kennedy LLP', 'Appellants'), ('General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/26.html,"Mr Richard Glover QC (instructed by DLA Piper UK LLP) for the Appellant
Ms Hui Ling McCarthy (instructed by HM Revenue and Customs Solicitor's Office) for the Respondent
Hearing date: 1st November 2017","[('DLA Piper UK LLP', 'Appellant'), (""HM Revenue and Customs Solicitor's Office"", 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/17.html,"Mr Malcolm Gammie QC (instructed by Herbert Smith Freehills LLP) for the Appellant
Mr Akash Nawbatt QC (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates : 22 and 23 November 2017","[('Herbert Smith Freehills LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/45.html,"The Appellant appeared in person 
Mr Michael Jones (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date: 7th November 2017","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/135.html,"Mr Michael Firth (instructed by Morrisons Solicitors LLP) for the Appellant
Mr James Puzey (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates: 12 and 13 December 2017","[('Morrisons Solicitors LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/280.html,"Ms Karon Monaghan QC (instructed by the Anti-trafficking and Labour Exploitation Unit) for the Appellant
The Respondent did not appear and was not represented 
Hearing date: 24 January 2018","[('the Anti-trafficking and Labour Exploitation Unit', 'Appellant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/161.html,"Thomas Munby (instructed by Hatch Brenner LLP) for the Appellants
Neil Cadwallader (instructed by Richard Slade and Co) for the Respondents
Hearing dates: 7 November 2017","[('Hatch Brenner LLP', 'Appellants'), ('Richard Slade and Co', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/556.html,"Mr Marc Willers Q.C. and Ms Justine Compton (instructed by Richard Buxton Environmental and Public Law) for the Appellant
Mr Stephen Whale (instructed by London Borough of Ealing Council) for the Respondent
Mr Reuben Taylor Q.C. (instructed by Withers LLP) for the Interested Party
Hearing date: 12 December 2017","[('Richard Buxton Environmental and Public Law', 'Appellant'), ('London Borough of Ealing Council', 'Respondent'), ('Withers LLP', 'Interested Party')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/315.html,"Mr Keith Gordon & Ms Ximena Montes Manzano (instructed by Sharpe Pritchard LLP) for the Appellants
Mr Timothy Brennan QC & Mr Akash Nawbatt QC (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date: 5 December 2017","[('Sharpe Pritchard LLP', 'Appellants'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/504.html,"Mr Clive Sheldon QC and Mr Simon Pritchard (instructed by Government Legal Department) for the Appellant
Mr Ian Wise QC, Ms Caoilfhionn Gallagher QC and Mr Michael Armitage (instructed by Hopkin Murray Beskine) for the Respondents    
Ms Helen Mountfield QC and Mr Raj Desai (instructed by the Equality and Human Rights Commission) for the First Intervener
Mr Martin Westgate QC, Ms Shu Shin Lu and Mr Connor Johnston (instructed by Freshfields Bruckhaus Deringer LLP) for the Second Intervener
Hearing dates: 24, 25 October 2017","[('Government Legal Department', 'Appellant'), ('Hopkin Murray Beskine', 'Respondents'), ('the Equality and Human Rights Commission', 'First Intervener'), ('Freshfields Bruckhaus Deringer LLP', 'Second Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/674.html,"Anthony Katz (instructed by Lamb and Holmes LLP) for the Appellant
Stephen Taylor (instructed by Tollers LLP) for the Respondent
Hearing date: 12th October 2017","[('Lamb and Holmes LLP', 'Appellant'), ('Tollers LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/568.html,"Mr Kieron Beal QC and Mr Sarabjit Singh (instructed by General Counsel and Solicitor to HMRC) for the Appellants
Mr Andrew Hitchmough QC and Ms Barbara Belgrano (instructed by The University of Cambridge) for the Respondents
Hearing dates : 13 and 14 December 2017","[('General Counsel and Solicitor to HMRC', 'Appellants'), ('The University of Cambridge', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/368.html,"Mr David Carter (instructed by Local Authority Legal Services for Wealdon and Rother District Councils) for the Appellant
Ms Leanne Buckley-Thomson (instructed by BHT Eastbourne Advice) for the Respondent
Hearing date: 20 February 2018","[('Local Authority Legal Services for Wealdon and Rother District Councils', 'Appellant'), ('BHT Eastbourne Advice', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/549.html,"Mr Jonathan Peacock QC and Miss Sarah Black (instructed by Enyo Law LLP) for the Appellants
Mr Julian Ghosh QC and Miss Elizabeth Wilson (instructed by General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates: 20 & 21 February 2018","[('Enyo Law LLP', 'Appellants'), ('General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/778.html,"Sara Masters QC and Daniel Bovensiepen (instructed by Bentleys, Stokes and Lowless) for the Appellant
Robert Thomas QC and Benjamin Coffer (instructed by Clyde & Co LLP) for the Respondent
Hearing dates: 13 and 14 March 2018","[('Bentleys, Stokes and Lowless', 'Appellant'), ('Clyde & Co LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/873.html,"Iain Colville and James Sandham (instructed by Hopkins Solicitors LLP) for the Appellant
James Carter (instructed by Ashfield and Mansfield Shared Legal Services) for the Respondent
Hearing date: 18 April 2018","[('Hopkins Solicitors LLP', 'Appellant'), ('Ashfield and Mansfield Shared Legal Services', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/860.html,"Mr Charles Streeten (instructed by Richard Buxton Environmental and Public Law) 
for the Applicant
Mr Jeremy Pike (instructed by South Oxfordshire District Council) for the Respondent
The interested party did not appear and was not represented.
Hearing date: 20 March 2018","[('Richard Buxton Environmental and Public Law', 'Applicant'), ('South Oxfordshire District Council', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/818.html,"Hui Ling McCarthy and Christopher Stone (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Appellant
Michael Thomas and Emma Pearce (instructed by the Bar Pro Bono Unit) for the Respondent
Hearing dates: 6 and 7 December 2017","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Appellant'), ('the Bar Pro Bono Unit', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/847.html,"Ms Claire Darwin and Mr Aidan Wills (instructed by Thomas Mansfield Solicitors Ltd) for the Appellant
Mr Akash Nawbatt QC and Mr Christopher Stone (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date: 6 February 2018","[('Thomas Mansfield Solicitors Ltd', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/791.html,"Mr Owain Thomas QC and Ms Isabel McArdle (instructed by the General Counsel and Solicitor to HMRC) for the Appellants
Mr Julian Ghosh QC, Ms Elizabeth Wilson and Mr Jonathan Bremner (instructed by Ashurst LLP) for the Respondent
Hearing dates: 30 & 31 January 2018","[('the General Counsel and Solicitor to HMRC', 'Appellants'), ('Ashurst LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/765.html,"Philip Rainey QC (instructed by Trowers and Hamlins LLP) for the Appellant
Tiffany Scott QC (instructed by Thomson Snell and Passmore LLP) for the Respondent
Hearing date : 21 March 2018","[('Trowers and Hamlins LLP', 'Appellant'), ('Thomson Snell and Passmore LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1187.html,"Douglas Edwards QC and Caroline Daly  (instructed by Pitmans LLP) for the Appellant
Robin Hopkins (instructed by Legal. Democratic and Regulatory Services, St Albans City and District Council ) for the Respondent
Hearing date: 20 February 2018","[('Pitmans LLP', 'Appellant'), ('Legal. Democratic and Regulatory Services, St Albans City and District Council', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1106.html,"Mr Andrew Hitchmough QC and Mr Ian Bridge (instructed by Fieldfisher LLP) for the Appellant
Mr Raymond Hill (instructed by The General Counsel and Solicitor to HM Revenue and Customs) for the Respondent
Hearing date: 1 May 2018","[('Fieldfisher LLP', 'Appellant'), ('The General Counsel and Solicitor to HM Revenue and Customs', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1221.html,"Mr Laurent Sykes QC (instructed by Hasbro Legal Department) for the Appellant
Mr John Brinsmead-Stockham (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date: 9 May 2018","[('Hasbro Legal Department', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1185.html,"Mr Nikhil Mehta (instructed by Sharpe Pritchard LLP) for the Appellant
Ms Elizabeth Wilson (instructed by the General Solicitor and Counsel to HMRC) for the Respondents
Hearing date: 13 March 2018","[('Sharpe Pritchard LLP', 'Appellant'), ('the General Solicitor and Counsel to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/952.html,"Kevin Prosser QC (instructed by Forbes Hall LLP) for the Appellant
James Puzey (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates: 7-8 February 2018","[('Forbes Hall LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1431.html,"Nathalie Lieven QC, Alex Ruck Keene and Annabel Lee (instructed by Irwin Mitchell LLP) for the Appellant
James Eadie QC, James Strachan QC and Benjamin Tankel (instructed by the Government Legal Department) for the Respondent
Caoilfhionn Gallagher QC and Graeme Hall (instructed by Hodge Jones and Allen LLP) for the First Intervener
Catherine Casserley (instructed by Fry Law) for the Second Intervener
David Lawson (instructed by Barlow Robbins LLP) for the Third Intervener
Hearing dates : 1, 2 and 3 May 2018","[('Irwin Mitchell LLP', 'Appellant'), ('the Government Legal Department', 'Respondent'), ('Hodge Jones and Allen LLP', 'First Intervener'), ('Fry Law', 'Second Intervener'), ('Barlow Robbins LLP', 'Third Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/2217.html,"Oliver Sanders QC and Michael Deacon (instructed by the Treasury Solicitor for the Appellants
Hugh Tomlinson QC and Sara Mansoori (instructed by Bindmans) for the Respondents
Hearing dates : 17 May 2018","[('the Treasury Solicitor for the Appellants\r\nHugh Tomlinson QC and Sara Mansoori (instructed by Bindmans', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1395.html,"Mr Christopher Buttler (instructed by Simpson Millar LLP) for the Appellant
Mr Gwion Lewis (instructed by the Treasury Solicitor) for the Respondent
Ms Helen Mountfield QC (instructed by Equality and Human Rights Commission) for the Intervener)
Hearing date: 21st and 22nd February 2018","[('Simpson Millar LLP', 'Appellant'), ('the Treasury Solicitor', 'Respondent'), ('Equality and Human Rights Commission', 'Intervener)')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1515.html,"Mr Roger Thomas QC (instructed by Mishcon de Reya LLP) for the Appellant
Mr Sam Grodzinski QC and Ms Eleni Mitrophanous (instructed by the General Counsel and Solicitor to HMRC) for the Respondents
Hearing dates: 28 and 29 November 2017
Further written submissions: 27 April, 16 May and 17 May 2018","[('Mishcon de Reya LLP', 'Appellant'), ('the General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1794.html,"Miss Valentina Sloane (instructed by Enyo Law) for the Appellants
Miss Eleni Mitrophanous and Miss Laura Prince (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates: 10 & 11 July 2018","[('Enyo Law', 'Appellants'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1670.html,"Lord Faulks QC and Mr Nicholas Fewtrell (instructed by Keoghs LLP) for the Appellant
Ms Elizabeth-Anne Gumbel QC and Mr Robert Kellar (instructed by Slater and Gordon LLP) for the Respondents
Hearing date: 28 June 2018","[('Keoghs LLP', 'Appellant'), ('Slater and Gordon LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1735.html,"Fenella Morris QC and Nicola Kohn (instructed by Watson Woodhouse Solicitors) for the Appellant
Ben Collins QC and Robert Moretto (instructed by the Government Legal Department) for the Interested Party
Jason Coppel QC (instructed by the Equality and Human Rights Commission) for the Intervener
Hearing date: 14 June 2018","[('Watson Woodhouse Solicitors', 'Appellant'), ('the Government Legal Department', 'Interested Party'), ('the Equality and Human Rights Commission', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1712.html,"Ryan S. Kohli (instructed by Batchelors) for the Appellant
Edward J. Fitzpatrick and Justine Compton (instructed by GT Stewart Solicitors and Advocates) for the Respondent
Hearing date: 10 July 2018","[('Batchelors', 'Appellant'), ('GT Stewart Solicitors and Advocates', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1536.html,"Mr Mark Brealey QC, Mr Derek Spitz and Ms Sarah Love (instructed by Morgan, Lewis & Bockius UK LLP and Mishcon de Reya LLP) for the respondent, Sainsbury's, in Sainsbury's v MasterCard (CAT), and for the appellant in Sainsbury's v Visa (Phillips J)
Mr Jon Turner QC, Mr Meredith Pickford QC, Mr Christopher Brown and Mr Max Schaefer (instructed by Stewarts Law LLP) for Asda, Argos and Morrisons (the AAM parties) in AAM v MasterCard (Popplewell J) 
Mr Mark Hoskins QC, Mr Matthew Cook and Mr Hugo Leith (instructed by Jones Day) for the MasterCard appellants in Sainsbury's v MasterCard (CAT), and for the MasterCard respondents in AAM v MasterCard (Popplewell J) 
Ms Dinah Rose QC, Mr Daniel Piccinin and Mr Jason Pobjoy (instructed by Milbank, Tweed, Hadley & McCloy LLP and Linklaters LLP) for the Visa respondents in Sainsbury's v Visa (Phillips J)
Mr Nicholas Khan QC and Ms Ronit Kreisberger (instructed by the European Commission) for the European Commission
Hearing dates: 16-20, 23- 27 April and 2 July 2018","[('Morgan, Lewis & Bockius UK LLP and Mishcon de Reya LLP', ""respondent, Sainsbury's, in Sainsbury's v MasterCard""), ('Jones Day', ""MasterCard appellants in Sainsbury's v MasterCard""), ('Milbank, Tweed, Hadley & McCloy LLP and Linklaters LLP', ""Visa respondents in Sainsbury's v Visa""), ('the European Commission', 'European Commission')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1727.html,"Ms Hui Ling McCarthy QC (instructed by Withers LLP) for the Appellants and cross- Respondents
Mr David Yates (instructed by the General Counsel and Solicitor to HMRC) for the Respondents and cross-Appellants
Hearing dates: 18 and 19 April 2018","[('Withers LLP', 'Appellants and cross- Respondents'), ('the General Counsel and Solicitor to HMRC', 'Respondents and cross-Appellants')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2018/1899.html,"MR. STEPHEN CRAGG QC and MR. TOM WAINWRIGHT (instructed by Imran Khan and Partners) for the Appellant
MR. ANTHONY PETO QC, MR. JAMES LEWIS QC, MS. LAURA NEWTON and MS. RACHEL SCOTT (instructed by Allen & Overy LLP) for the Respondents
Hearing date: 31 July 2018","[('Imran Khan and Partners', 'Appellant'), ('Allen & Overy LLP', 'Respondents')]"
